Date,Open,High,Low,Close,Volume,Adj Close
2016-01-07,60.389999,61.259998,59.779999,59.849998,10881300,59.849998
2016-01-06,61.299999,62.040001,61.150002,61.490002,6551600,61.490002
2016-01-05,61.720001,62.59,61.720001,62.380001,9220600,62.380001
2016-01-04,61.110001,61.91,60.860001,61.52,11626800,61.52
2015-12-31,63.150002,63.169998,62.50,62.50,6454700,62.50
2015-12-30,64.360001,64.400002,63.169998,63.25,5817900,63.25
2015-12-29,64.309998,64.480003,64.019997,64.260002,6708600,64.260002
2015-12-28,63.209999,63.880001,62.799999,63.810001,8786800,63.810001
2015-12-24,64.550003,64.730003,62.150002,63.18,13890800,63.18
2015-12-23,136.240005,136.389999,127.82,128.710007,57319400,64.355003
2015-12-22,131.479996,131.850006,129.820007,131.850006,17218400,65.925003
2015-12-21,129.679993,130.309998,128.610001,129.800003,8972600,64.900002
2015-12-18,129.729996,130.529999,128.369995,128.520004,13804600,64.260002
2015-12-17,131.699997,131.850006,130.070007,130.220001,7400800,65.110001
2015-12-16,129.369995,131.199997,128.820007,130.929993,7542200,65.464996
2015-12-15,129.600006,130.00,128.350006,128.610001,6852400,64.305
2015-12-14,126.629997,128.330002,126.120003,127.860001,7991400,63.93
2015-12-11,127.620003,127.739998,125.669998,126.290001,8276000,63.145
2015-12-10,128.720001,129.639999,128.009995,128.639999,5682600,64.32
2015-12-09,130.759995,131.539993,127.739998,128.839996,7442800,64.419998
2015-12-08,130.869995,132.740005,130.429993,131.699997,5605800,65.849998
2015-12-07,132.75,132.899994,130.610001,131.600006,6190000,65.800003
2015-12-04,129.800003,132.919998,129.800003,132.330002,7410400,66.004999
2015-12-03,133.110001,133.360001,129.00,129.119995,10649800,64.403877
2015-12-02,132.850006,133.220001,132.100006,132.649994,7965600,66.164609
2015-12-01,132.119995,133.419998,131.919998,133.309998,6857000,66.493812
2015-11-30,133.929993,134.190002,131.639999,132.279999,8738800,65.980058
2015-11-27,134.919998,135.300003,133.330002,134.330002,4527800,67.002581
2015-11-25,133.080002,134.550003,133.029999,134.130005,6989000,66.902825
2015-11-24,131.630005,132.979996,131.259995,132.509995,5311600,66.094778
2015-11-23,132.820007,133.00,131.779999,132.460007,7135600,66.069845
2015-11-20,132.070007,132.800003,130.479996,132.649994,19064800,66.164609
2015-11-19,126.260002,126.989998,125.379997,125.779999,8557600,62.737918
2015-11-18,123.040001,126.029999,122.660004,125.779999,10597800,62.737918
2015-11-17,123.050003,123.599998,120.419998,122.580002,10581600,61.141788
2015-11-16,121.800003,123.480003,121.339996,123.459999,9146400,61.580723
2015-11-13,125.080002,125.220001,121.150002,121.860001,16371000,60.782658
2015-11-12,127.00,128.00,125.410004,125.980003,9388000,62.837678
